Short_Name,Collection,Keyword,Spatial_Resolution (m),Temporal_Resolution,Path,Time_lag[d],Number of Attributes,Attribute_0,Attribute_1,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6,Attribute_7,Attribute_8,Attribute_9,Attribute_10,Attribute_11,Attribute_12,Attribute_13,Attribute_14,Attribute_15,Attribute_16,Attribute_17,Attribute_18,Attribute_19,Attribute_20,Attribute_21,Attribute_22,Attribute_23,Attribute_24,Attribute_25,Attribute_26,Attribute_27,Attribute_28,Attribute_29,Attribute_30,Attribute_31,Attribute_32,Attribute_33,Attribute_34,Attribute_35,Attribute_36,Attribute_37,Attribute_38,Attribute_39,Attribute_40,Attribute_41,Attribute_42,Attribute_43,Attribute_44,Attribute_45,Attribute_46,Attribute_47,Attribute_48,Attribute_49,Attribute_50,Attribute_51,Attribute_52,Attribute_53,Attribute_54,Attribute_55,Attribute_56,Attribute_57,Attribute_58,Attribute_59,Attribute_60,Attribute_61,Attribute_62,Attribute_63,Attribute_64,Attribute_65,Attribute_66,Attribute_67,Attribute_68,Attribute_69,Attribute_70,Attribute_71,Attribute_72,Attribute_73,Attribute_74
MOD16A3GF.006,Terra MODIS,Evapotranspiration (ET),500,Yearly,MOLT,6165,5.0,[2400x2400] ET_500m MOD_Grid_MOD16A3 (16-bit unsigned integer),[2400x2400] LE_500m MOD_Grid_MOD16A3 (16-bit integer),[2400x2400] PET_500m MOD_Grid_MOD16A3 (16-bit unsigned integer),[2400x2400] PLE_500m MOD_Grid_MOD16A3 (16-bit integer),[2400x2400] ET_QC_500m MOD_Grid_MOD16A3 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD17A2H.006,Terra MODIS,Gross Primary Productivity (GPP),500,Multi-Day,MOLT,11,3.0,[2400x2400] Gpp_500m MOD_Grid_MOD17A2H (16-bit integer),[2400x2400] PsnNet_500m MOD_Grid_MOD17A2H (16-bit integer),[2400x2400] Psn_QC_500m MOD_Grid_MOD17A2H (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD17A2HGF.006,Terra MODIS,Gross Primary Productivity (GPP),500,Multi-Day,MOLT,5487,3.0,[2400x2400] Gpp_500m MOD_Grid_MOD17A2H (16-bit integer),[2400x2400] PsnNet_500m MOD_Grid_MOD17A2H (16-bit integer),[2400x2400] Psn_QC_500m MOD_Grid_MOD17A2H (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD17A3.055,Terra MODIS,Net Primary Productivity (NPP),1000,Yearly,MOLT,1919,3.0,[1200x1200] Gpp_1km MOD_Grid_MOD17A3 (16-bit unsigned integer),[1200x1200] Npp_1km MOD_Grid_MOD17A3 (16-bit unsigned integer),[1200x1200] Gpp_Npp_QC_1km MOD_Grid_MOD17A3 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD17A3H.006,Terra MODIS,Net Primary Productivity (NPP),500,Yearly,MOLT,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD17A3HGF.006,Terra MODIS,Net Primary Productivity (NPP),500,Yearly,MOLT,6165,2.0,[2400x2400] Npp_500m MOD_Grid_MOD17A3H (16-bit integer),[2400x2400] Npp_QC_500m MOD_Grid_MOD17A3H (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD21.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",1000,< Daily,MOLT,4670,28.0,[2030x1354] LST MOD_Swath_LST (16-bit unsigned integer),[2030x1354] QC MOD_Swath_LST (16-bit unsigned integer),[2030x1354] Emis_29 MOD_Swath_LST (8-bit unsigned integer),[2030x1354] Emis_31 MOD_Swath_LST (8-bit unsigned integer),[2030x1354] Emis_32 MOD_Swath_LST (8-bit unsigned integer),[2030x1354] LST_err MOD_Swath_LST (8-bit unsigned integer),[2030x1354] Emis_29_err MOD_Swath_LST (16-bit unsigned integer),[2030x1354] Emis_31_err MOD_Swath_LST (16-bit unsigned integer),[2030x1354] Emis_32_err MOD_Swath_LST (16-bit unsigned integer),[2030x1354] PWV MOD_Swath_LST (16-bit unsigned integer),[2030x1354] Emis_ASTER MOD_Swath_LST (8-bit unsigned integer),[2030x1354] oceanpix MOD_Swath_LST (8-bit unsigned integer),[2030x1354] View_angle MOD_Swath_LST (8-bit unsigned integer),[406x271] Latitude (32-bit floating-point),[406x271] Longitude (32-bit floating-point),[2030x1354] LST (16-bit unsigned integer),[2030x1354] QC (16-bit unsigned integer),[2030x1354] Emis_29 (8-bit unsigned integer),[2030x1354] Emis_31 (8-bit unsigned integer),[2030x1354] Emis_32 (8-bit unsigned integer),[2030x1354] LST_err (8-bit unsigned integer),[2030x1354] Emis_29_err (16-bit unsigned integer),[2030x1354] Emis_31_err (16-bit unsigned integer),[2030x1354] Emis_32_err (16-bit unsigned integer),[2030x1354] PWV (16-bit unsigned integer),[2030x1354] Emis_ASTER (8-bit unsigned integer),[2030x1354] oceanpix (8-bit unsigned integer),[2030x1354] View_angle (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD21A1D.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",1000,Daily,MOLT,4670,7.0,[1200x1200] LST_1KM MODIS_Grid_Daily_1km_LST21 (16-bit unsigned integer),[1200x1200] QC MODIS_Grid_Daily_1km_LST21 (16-bit unsigned integer),[1200x1200] View_Angle MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Time MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_29 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD21A1N.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",1000,Daily,MOLT,4670,7.0,[1200x1200] LST_1KM MODIS_Grid_Daily_1km_LST21 (16-bit unsigned integer),[1200x1200] QC MODIS_Grid_Daily_1km_LST21 (16-bit unsigned integer),[1200x1200] View_Angle MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Time MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_29 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_Daily_1km_LST21 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD21A2.006,Terra MODIS,Land Surface Temperature (LST),1000,Multi-Day,MOLT,4674,11.0,[1200x1200] LST_Day_1KM MODIS_Grid_8Day_1km_LST21 (16-bit unsigned integer),[1200x1200] QC_Day MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Angle_Day MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Time_Day MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] LST_Night_1KM MODIS_Grid_8Day_1km_LST21 (16-bit unsigned integer),[1200x1200] QC_Night MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Angle_Night MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] View_Time_Night MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_29 MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_8Day_1km_LST21 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD44B.006,Terra MODIS,Vegetation Continuous Fields (VCF),250,Yearly,MOLT,462,7.0,[4800x4800] Percent_Tree_Cover MOD44B_250m_GRID (8-bit unsigned integer),[4800x4800] Percent_NonTree_Vegetation MOD44B_250m_GRID (8-bit unsigned integer),[4800x4800] Percent_NonVegetated MOD44B_250m_GRID (8-bit unsigned integer),[4800x4800] Quality MOD44B_250m_GRID (8-bit unsigned integer),[4800x4800] Percent_Tree_Cover_SD MOD44B_250m_GRID (16-bit unsigned integer),[4800x4800] Percent_NonVegetated_SD MOD44B_250m_GRID (16-bit unsigned integer),[4800x4800] Cloud MOD44B_250m_GRID (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD44W.006,Terra MODIS,Land Cover,250,Yearly,MOLT,1189,2.0,[4800x4800] water_mask MOD44W_250m_GRID (8-bit unsigned integer),[4800x4800] water_mask_QA MOD44W_250m_GRID (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODOCGA.006,Terra MODIS,Surface Reflectance,1000,Daily,MOLT,1,14.0,[1200x1200] num_observations MODIS_Grid_2D (8-bit integer),[1200x1200] sur_refl_b08_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b09_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b10_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b11_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b12_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b13_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b14_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b15_1 MODIS_Grid_2D (16-bit integer),[1200x1200] sur_refl_b16_1 MODIS_Grid_2D (16-bit integer),[1200x1200] QC_b8_15_1km_1 MODIS_Grid_2D (32-bit unsigned integer),[1200x1200] QC_b16_1km_1 MODIS_Grid_2D (8-bit unsigned integer),[1200x1200] orbit_pnt_1 MODIS_Grid_2D (8-bit integer),[1200x1200] granule_pnt_1 MODIS_Grid_2D (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODTBGA.006,Terra MODIS,"Albedo, Land Surface Temperature (LST), Surface Reflectance",1000,Daily,MOLT,1,7.0,[1200x1200] num_observations MODIS_Grid_2D (8-bit integer),[1200x1200] BAND20_1 MODIS_Grid_2D (16-bit unsigned integer),[1200x1200] BAND31_1 MODIS_Grid_2D (16-bit unsigned integer),[1200x1200] BAND32_1 MODIS_Grid_2D (16-bit unsigned integer),[1200x1200] BAND20ALBEDO_1 MODIS_Grid_2D (16-bit integer),[1200x1200] orbit_pnt_1 MODIS_Grid_2D (8-bit integer),[1200x1200] granule_pnt_1 MODIS_Grid_2D (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD09A1.006,Aqua MODIS,Surface Reflectance,500,Multi-Day,MOLA,11,13.0,[2400x2400] sur_refl_b01 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b02 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b03 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b04 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b05 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b06 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_b07 MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_qc_500m MOD_Grid_500m_Surface_Reflectance (32-bit unsigned integer),[2400x2400] sur_refl_szen MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_vzen MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_raz MOD_Grid_500m_Surface_Reflectance (16-bit integer),[2400x2400] sur_refl_state_500m MOD_Grid_500m_Surface_Reflectance (16-bit unsigned integer),[2400x2400] sur_refl_day_of_year MOD_Grid_500m_Surface_Reflectance (16-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD09CMG.006,Aqua MODIS,Surface Reflectance,5600,Daily,MOLA,1,25.0,[3600x7200] Coarse Resolution Surface Reflectance Band 1 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 2 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 3 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 4 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 5 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 6 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Surface Reflectance Band 7 MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Solar Zenith Angle MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution View Zenith Angle MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Relative Azimuth Angle MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Ozone MOD09CMG (8-bit unsigned integer),[3600x7200] Coarse Resolution Brightness Temperature Band 20 MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution Brightness Temperature Band 21 MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution Brightness Temperature Band 31 MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution Brightness Temperature Band 32 MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution Granule Time MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution Band 3 Path Radiance MOD09CMG (16-bit integer),[3600x7200] Coarse Resolution QA MOD09CMG (32-bit unsigned integer),[3600x7200] Coarse Resolution Internal CM MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution State QA MOD09CMG (16-bit unsigned integer),[3600x7200] Coarse Resolution Number Mapping MOD09CMG (32-bit unsigned integer),[3600x7200] number of 500m pixels averaged b3-7 MOD09CMG (16-bit unsigned integer),[3600x7200] number of 500m rej. detector MOD09CMG (8-bit unsigned integer),[3600x7200] number of 250m pixels averaged b1-2 MOD09CMG (16-bit unsigned integer),[3600x7200] n pixels averaged MOD09CMG (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD09GA.006,Aqua MODIS,Surface Reflectance,"500, 1000",Daily,MOLA,1,22.0,[1200x1200] num_observations_1km MODIS_Grid_1km_2D (8-bit integer),[1200x1200] state_1km_1 MODIS_Grid_1km_2D (16-bit unsigned integer),[1200x1200] SensorZenith_1 MODIS_Grid_1km_2D (16-bit integer),[1200x1200] SensorAzimuth_1 MODIS_Grid_1km_2D (16-bit integer),[1200x1200] Range_1 MODIS_Grid_1km_2D (16-bit unsigned integer),[1200x1200] SolarZenith_1 MODIS_Grid_1km_2D (16-bit integer),[1200x1200] SolarAzimuth_1 MODIS_Grid_1km_2D (16-bit integer),[1200x1200] gflags_1 MODIS_Grid_1km_2D (8-bit unsigned integer),[1200x1200] orbit_pnt_1 MODIS_Grid_1km_2D (8-bit integer),[1200x1200] granule_pnt_1 MODIS_Grid_1km_2D (8-bit unsigned integer),[2400x2400] num_observations_500m MODIS_Grid_500m_2D (8-bit integer),[2400x2400] sur_refl_b01_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b02_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b03_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b04_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b05_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b06_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] sur_refl_b07_1 MODIS_Grid_500m_2D (16-bit integer),[2400x2400] QC_500m_1 MODIS_Grid_500m_2D (32-bit unsigned integer),[2400x2400] obscov_500m_1 MODIS_Grid_500m_2D (8-bit integer),[2400x2400] iobs_res_1 MODIS_Grid_500m_2D (8-bit unsigned integer),[2400x2400] q_scan_1 MODIS_Grid_500m_2D (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD09GQ.006,Aqua MODIS,Surface Reflectance,250,Daily,MOLA,2,8.0,[4800x4800] num_observations MODIS_Grid_2D (8-bit integer),[4800x4800] sur_refl_b01_1 MODIS_Grid_2D (16-bit integer),[4800x4800] sur_refl_b02_1 MODIS_Grid_2D (16-bit integer),[4800x4800] QC_250m_1 MODIS_Grid_2D (16-bit unsigned integer),[4800x4800] obscov_1 MODIS_Grid_2D (8-bit integer),[4800x4800] iobs_res_1 MODIS_Grid_2D (8-bit unsigned integer),[4800x4800] orbit_pnt_1 MODIS_Grid_2D (8-bit integer),[4800x4800] granule_pnt_1 MODIS_Grid_2D (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD09Q1.006,Aqua MODIS,Surface Reflectance,250,Multi-Day,MOLA,12,4.0,[4800x4800] sur_refl_b01 MOD_Grid_250m_Surface_Reflectance (16-bit integer),[4800x4800] sur_refl_b02 MOD_Grid_250m_Surface_Reflectance (16-bit integer),[4800x4800] sur_refl_state_250m MOD_Grid_250m_Surface_Reflectance (16-bit unsigned integer),[4800x4800] sur_refl_qc_250m MOD_Grid_250m_Surface_Reflectance (16-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD11A1.006,Aqua MODIS,"Emissivity, Land Surface Temperature (LST)",1000,Daily,MOLA,1,12.0,[1200x1200] LST_Day_1km MODIS_Grid_Daily_1km_LST (16-bit unsigned integer),[1200x1200] QC_Day MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_time MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_angl MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] LST_Night_1km MODIS_Grid_Daily_1km_LST (16-bit unsigned integer),[1200x1200] QC_Night MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_time MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_angl MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_Daily_1km_LST (8-bit unsigned integer),[1200x1200] Clear_day_cov MODIS_Grid_Daily_1km_LST (16-bit unsigned integer),[1200x1200] Clear_night_cov MODIS_Grid_Daily_1km_LST (16-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD11A2.006,Aqua MODIS,"Emissivity, Land Surface Temperature (LST)",1000,Multi-Day,MOLA,10,12.0,[1200x1200] LST_Day_1km MODIS_Grid_8Day_1km_LST (16-bit unsigned integer),[1200x1200] QC_Day MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_time MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_angl MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] LST_Night_1km MODIS_Grid_8Day_1km_LST (16-bit unsigned integer),[1200x1200] QC_Night MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_time MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_angl MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Clear_sky_days MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Clear_sky_nights MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD11B1.006,Aqua MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Daily,MOLA,1,23.0,[200x200] LST_Day_6km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] Emis_20_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_22_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_23_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_29_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] QC_Emis MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] QC_Emis_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD11B2.006,Aqua MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Multi-Day,MOLA,10,19.0,[200x200] LST_Day_6km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] Clear_sky_days MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Clear_sky_nights MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD11B3.006,Aqua MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Monthly,MOLA,31,19.0,[200x200] LST_Day_6km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] Clear_sky_days MODIS_Grid_Month_6km_LST (32-bit unsigned integer),[200x200] Clear_sky_nights MODIS_Grid_Month_6km_LST (32-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_Month_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
